장례식장명,항목,호실/상세,가격(만원)
"강원대학교병원장례식장","장례식장 임대료","232 ㎡ 빈소 가족실 접객실 시간당",2.5
"강원대학교병원장례식장","안치료","1시간",0.2
"강원대학교병원장례식장","염습료","1회",25
"강원대학교병원장례식장","염습료","1회",5
"강원도강릉의료원장례식장","장례식장 임대료","1회사용",20
"강원도강릉의료원장례식장","염습료","1회",5
"강원도속초의료원 장례식장","장례식장 임대료","시간당",0.6
"강원도속초의료원 장례식장","장례식장 임대료","시간당",0.5
"강원도속초의료원 장례식장","장례식장 임대료","시간당",1
"강원도속초의료원 장례식장","장례식장 임대료","시간당",0.7
"강원도속초의료원 장례식장","안치료","시간당",0.3
"강원도영월의료원장례예식장","장례식장 임대료","시간당",0.8
"강원도영월의료원장례예식장","장례식장 임대료","시간당",0.4
"강원도영월의료원장례예식장","장례식장 임대료","시간당",1.2
"강원도영월의료원장례예식장","장례식장 임대료","시간당",0.5
"강원도영월의료원장례예식장","장례식장 임대료","시간당",1.5
"강원도영월의료원장례예식장","장례식장 임대료","시간당",0.3
"강원효장례식장/문화원","안치료","안치실 사용료 1일",7.2
"강원효장례식장/문화원","염습료","각 상조회 사용료",30
"강원효장례식장/문화원","염습료","수시및 처치료",20
"강원효장례식장/문화원","염습료","공단",3.5
"강원효장례식장/문화원","염습료","1회",20
"강원효장례식장/문화원","염습료","1개",0.3
"강진군산림조합추모관장례식장","장례식장 임대료","참관시설 공조시설",25
"강진군산림조합추모관장례식장","안치료","안치료(1일기준)",5
"강진군산림조합추모관장례식장","염습료","고인의 의복 및 정자세확인",15
"강진영락장례식장","안치료","1일기준",7
"강진영락장례식장","염습료","1인",20
"강진영락장례식장","염습료","기본",15
"강진의료원장례식장","장례식장 임대료","1회당",25
"강진의료원장례식장","안치료","1일/24시간 기준(시간당 2100원",5
"강진장례식장","장례식장 임대료","1일",20
"강진장례식장","안치료","1일",5
"강진장례식장","염습료","2인",30
"강화병원장례식장","장례식장 임대료","12시간 이상~ 24시간 미만은 1일",48
"강화병원장례식장","장례식장 임대료","12시간 이상~ 24시간 미만은 1일",60
"강화병원장례식장","장례식장 임대료","12시간 이상~ 24시간미만은1일로 ",72
"강화병원장례식장","안치료","3일 이내~ 발인까지",27
"강화병원장례식장","염습료","2인 1조 기본",30
"강화병원장례식장","염습료","2인 1조 기본",20
"강화장례식장","장례식장 임대료","시간당30000(현재100%할인 상조",72
"강화장례식장","장례식장 임대료","시간당26000(현재100%할인 상조",62.4
"강화장례식장","안치료","1일 100000",30
"거금장례식장","장례식장 임대료","객실사용료(1일)",25
"거금장례식장","안치료","안치실사용료(1일)",5
"거제백병원농협장례식장","장례식장 임대료","1일 임대료",90
"거제백병원농협장례식장","장례식장 임대료","1일 임대료",35
"거제백병원농협장례식장","안치료","1일 임대료",10
"거창장례식장","장례식장 임대료","1일(60평)",50
"거창장례식장","장례식장 임대료","1일(80평)",70
"거창장례식장","장례식장 임대료","1일(80평)",70
"거창장례식장","장례식장 임대료","1일(100평)",90
"거창장례식장","장례식장 임대료","2인 1조",20
"거창장례식장","장례식장 임대료","사용료",30
"거창장례식장","장례식장 임대료","수시비",10
"거창장례식장","안치료","1일",8
"거창적십자병원장례식장","장례식장 임대료","1일당",30
"거창적십자병원장례식장","장례식장 임대료","1일당",45.6
"거창적십자병원장례식장","장례식장 임대료","1일당",40.8
"거창적십자병원장례식장","장례식장 임대료","1회",25
"거창적십자병원장례식장","장례식장 임대료","1회",5
"거창적십자병원장례식장","안치료","1일당",6
"거창적십자병원장례식장","염습료","염습료",25
"거창적십자병원장례식장","염습료","초렴비용",10
"건국대학교병원장례식장","장례식장 임대료","181.8㎡ / 지하1층 / 24시간",91.2
"건국대학교병원장례식장","장례식장 임대료","148.7㎡ / 지하2층 / 24시간",76.8
"건국대학교병원장례식장","장례식장 임대료","128.9㎡ / 지하2층 / 24시간",64.8
"건국대학교병원장례식장","장례식장 임대료","185㎡ / 지하2층 / 24시간 기",100.8
"건국대학교병원장례식장","장례식장 임대료","138.8㎡ / 지하1층 / 24시간",74.4
"건국대학교병원장례식장","장례식장 임대료","148.7㎡ / 지하2층 / 24시간",84
"건국대학교병원장례식장","장례식장 임대료","241.3㎡ / 지하2층 / 24시간",144
"건국대학교병원장례식장","안치료","24시간 기준",7.9
"건국대학교충주병원장례식장","장례식장 임대료","분향소+접객실+상주휴게실",35.4
"건국대학교충주병원장례식장","장례식장 임대료","분향소+접객실+상주휴게실",52.2
"건국대학교충주병원장례식장","장례식장 임대료","분향소+접객실+상주휴게실",38.9
"건국대학교충주병원장례식장","장례식장 임대료","분향소+접객실+상주휴게실",68
"건국대학교충주병원장례식장","안치료","안치료",5
"건국대학교충주병원장례식장","염습료","상조회종교별등",30
"건국대학교충주병원장례식장","염습료","2인",20
"건국대학교충주병원장례식장","염습료","수세",10
"건양대학교병원장례식장","장례식장 임대료","5호6호(40평형)/ 1일",48
"건양대학교병원장례식장","장례식장 임대료","2호3호(50평형)/ 1일",57.6
"건양대학교병원장례식장","장례식장 임대료","특202호(200평형)/ 1일",228
"건양대학교병원장례식장","장례식장 임대료","1호(70평형)/ 1일",81.6
"건양대학교병원장례식장","장례식장 임대료","102호(100평형)/ 1일",129.6
"건양대학교병원장례식장","장례식장 임대료","특201호 특101호(130평형)/ ",156
"건양대학교병원장례식장","장례식장 임대료","1회",20
"건양대학교병원장례식장","안치료","안치료 / 1일",7.2
"건양대학교병원장례식장","염습료","소아 (15세 미만)",10
"건양대학교병원장례식장","염습료","외인사 / 기타 및 불상 / 특/ 야",40
"건양대학교병원장례식장","염습료","병사",30
"검단탑병원장례식장","장례식장 임대료","특실",84
"검단탑병원장례식장","장례식장 임대료","24시간",84
"검단탑병원장례식장","장례식장 임대료","24시간",84
"검단탑병원장례식장","장례식장 임대료","1실 24시간(보통)",57.6
"검단탑병원장례식장","장례식장 임대료","24시간",67.2
"검단탑병원장례식장","장례식장 임대료","24시간",57.6
"검단탑병원장례식장","장례식장 임대료","1실 24시간(보통)",67.2
"검단탑병원장례식장","장례식장 임대료","상조회이용시",40
"검단탑병원장례식장","안치료","24시간",12
"검단탑병원장례식장","염습료","1구당",30
"검단탑병원장례식장","염습료","2인1조",30
"검단탑병원장례식장","염습료","2인1조",10
"경기도의료원 수원병원장례식장","안치료","1일",7.2
"경기도의료원 수원병원장례식장","염습료","자체입관",30
"경기도의료원 수원병원장례식장","염습료","염습료",30
"경기도의료원 수원병원장례식장","염습료","사고사및야간",40
"경기도의료원 안성병원장례식장(휴업)","장례식장 임대료","사용료(1시간당)78평",2.7
"경기도의료원 안성병원장례식장(휴업)","장례식장 임대료","사용료(1시간당)100평",3
"경기도의료원 안성병원장례식장(휴업)","장례식장 임대료","사용료(1시간당)28평",1.5
"경기도의료원 안성병원장례식장(휴업)","장례식장 임대료","사용료(1시간당)58평",2.5
"경기도의료원 안성병원장례식장(휴업)","안치료","안치료(1시간당)",0.3
"경기도의료원 의정부병원장례식장","장례식장 임대료","사용료(1시간/ 23000원)",55.2
"경기도의료원 의정부병원장례식장","장례식장 임대료","사용료(1시간/ 18000원)",43.2
"경기도의료원 의정부병원장례식장","장례식장 임대료","사용료(1시간/ 14000원)",33.6
"경기도의료원 의정부병원장례식장","장례식장 임대료","사용료(1시간/ 25000원)",60
"경기도의료원 의정부병원장례식장","안치료","안치료(1시간/ 3000원)",7.2
"경기도의료원 의정부병원장례식장","염습료","일과 후",40
"경기도의료원 의정부병원장례식장","염습료","매장",35
"경기도의료원 의정부병원장례식장","염습료","8세이상",30
"경기도의료원 의정부병원장례식장","염습료","병사 이외 일과 후",45
"경기도의료원 의정부병원장례식장","염습료","병사 이외",40
"경기도의료원 의정부병원장례식장","염습료","미취학아동",15
"경기도의료원 의정부병원장례식장","염습료","상조회사용",30
"경기도의료원 의정부병원장례식장","염습료","미취학아동",5
"경기도의료원 의정부병원장례식장","염습료","8세이상",10
"경기도의료원 이천병원장례식장","장례식장 임대료","시간당",2.5
"경기도의료원 이천병원장례식장","장례식장 임대료","시간당",2.5
"경기도의료원 이천병원장례식장","장례식장 임대료","시간당",2.5
"경기도의료원 이천병원장례식장","장례식장 임대료","시간당",4
"경기도의료원 이천병원장례식장","장례식장 임대료","시간당",2.3
"경기도의료원 이천병원장례식장","장례식장 임대료","시간당",2
"경기도의료원 이천병원장례식장","장례식장 임대료","시간당",2.7
"경기도의료원 이천병원장례식장","장례식장 임대료","시간당",2.5
"경기도의료원 이천병원장례식장","장례식장 임대료","1회(유가족 자체입관시)",30
"경기도의료원 이천병원장례식장","안치료","시간당",0.3
"경기도의료원 이천병원장례식장","염습료","소인",15
"경기도의료원 이천병원장례식장","염습료","대인",30
"경기도의료원 이천병원장례식장","염습료","사고/야간",40
"경기도의료원 이천병원장례식장","염습료","소인",5
"경기도의료원 이천병원장례식장","염습료","대인",10
"경기도의료원 파주병원장례식장","안치료","1시간당",0.3
"경기도의료원 포천병원장례식장","장례식장 임대료","1일",84
"경기도의료원 포천병원장례식장","장례식장 임대료","1일",42
"경기도의료원 포천병원장례식장","장례식장 임대료","1일",25.2
