장례식장명,항목,품종,품명,세부내용,가격(원),가격(만원)
"가야장례식장","안치실이용료","일반","안치실 냉동기 사용료","안치시간~발인시간(1시간)",5000,0.5
"가톨릭대학교 은평성모장례식장","시설임대료","빈소+접객실","빈소 사용료(1일)","148㎡(45평)",816000,81.6
"가톨릭대학교 은평성모장례식장","시설임대료","빈소+접객실","빈소 사용료(1일)","528㎡(160평)",2904000,290.4
"가톨릭대학교 은평성모장례식장","시설임대료","빈소+접객실","빈소 사용료(1일)","330㎡(100평)",1788000,178.8
"가톨릭대학교 은평성모장례식장","시설임대료","빈소+접객실","빈소 사용료(1일)","280㎡(85평)",1500000,150
"가톨릭대학교 은평성모장례식장","시설임대료","빈소+접객실","폐기물 수거비","148~165㎡(소형/8~11호)",30000,3
"가톨릭대학교 은평성모장례식장","시설임대료","빈소+접객실","폐기물 수거비","330~528㎡(대형/12호)",50000,5
"가톨릭대학교 은평성모장례식장","시설임대료","빈소+접객실","폐기물 수거비","280㎡(중형/3~7호)",40000,4
"가톨릭대학교 은평성모장례식장","시설임대료","빈소+접객실","빈소 사용료(1일)","165㎡(50평)",912000,91.2
"가톨릭대학교 은평성모장례식장","시설임대료","빈소+접객실","빈소 사용료(1일)","158㎡(48평)",864000,86.4
"가톨릭대학교 은평성모장례식장","안치실이용료","일반","예식실 이용료","1회",100000,10
"가톨릭대학교 은평성모장례식장","안치실이용료","일반","안치실 사용료","1일",96000,9.6
"가톨릭대학교 은평성모장례식장","염습/입관","일반","고인메이크업","1회",100000,10
"가톨릭대학교 은평성모장례식장","염습/입관","일반","입관실사용료","자가입관",400000,40
"가톨릭대학교 은평성모장례식장","염습/입관","일반","염습인건비","주간",400000,40
"가톨릭대학교 은평성모장례식장","염습/입관","일반","염습인건비","야간",400000,40
"가톨릭대학교대전성모병원장례식장","시설임대료","빈소+접객실","분향실이용료","특3분향실/68평형/시간당34000원",816000,81.6
"가톨릭대학교대전성모병원장례식장","시설임대료","빈소+접객실","분향실이용료","특1분향실/90평형/시간당48000원",1152000,115.2
"가톨릭대학교대전성모병원장례식장","시설임대료","빈소+접객실","분향실이용료","8분향실/42평형/시간당20000원",480000,48
"가톨릭대학교대전성모병원장례식장","시설임대료","빈소+접객실","분향실이용료","VIP실/107평형/시간당54000원",1296000,129.6
"가톨릭대학교대전성모병원장례식장","시설임대료","빈소+접객실","분향실이용료","5분향실/49평형/시간당23000원",552000,55.2
"가톨릭대학교대전성모병원장례식장","시설임대료","빈소+접객실","분향실이용료","특2분향실/100평형/시간당52000원",1248000,124.8
"가톨릭대학교대전성모병원장례식장","시설임대료","빈소+접객실","분향실이용료","7분향실/68평형/시간당34000원",816000,81.6
"가톨릭대학교대전성모병원장례식장","시설임대료","빈소+접객실","분향실이용료","6분향실/49평형/시간당23000원",552000,55.2
"가톨릭대학교대전성모병원장례식장","안치실이용료","일반","안치료","시간당3000원",72000,7.2
"가톨릭대학교대전성모병원장례식장","염습/입관","일반","염습료","소아",100000,10
"가톨릭대학교대전성모병원장례식장","염습/입관","일반","염습료","처치수습료",400000,40
"가톨릭대학교대전성모병원장례식장","염습/입관","일반","염습료","사고사",300000,30
"가톨릭대학교대전성모병원장례식장","염습/입관","일반","염습료","자가입관",150000,15
"가톨릭대학교대전성모병원장례식장","염습/입관","일반","염습료","일반",300000,30
"가톨릭대학교대전성모병원장례식장","염습/입관","일반","염습료","야간입관",300000,30
"가톨릭대학교대전성모병원장례식장","염습/입관","일반","염습료","수시",100000,10
"가평군농협효문화센터","시설임대료","빈소+접객실","접객실 사용료(30평)","21000*24시간  1일",21000,2.1
"가평군농협효문화센터","시설임대료","접객실","옆접객실 이용요금","",16700,1.7
"가평군농협효문화센터","안치실이용료","일반","시신 안치료","4500*24시간  1일",4500,0.5
"가평연새장례식장","안치실이용료","일반","안치료","시신 안치료(1일기준)",100000,10
"감곡장례식장","염습/입관","일반","2인1조","",300000,30
"감곡장례식장","수시/초염","일반","2인1조","",100000,10
"갑을녹산병원장례식장","염습/입관","일반","입관실/발인실 이용료","입관실 및 발인실 이용",150000,15
"갑을녹산병원장례식장","염습/입관","일반","염습비","1급 장례 전문 플래너 2명 입관",300000,30
"갑을장유병원장례식장","시설임대료","빈소+접객실","장례식장 임대료 특2호","1실/24시간",720000,72
"갑을장유병원장례식장","시설임대료","빈소+접객실","장례식장 임대료 특1호","1실/24시간",800000,80
"갑을장유병원장례식장","시설임대료","빈소+접객실","장례식장 임대료 일반실(대)","1실/24시간",600000,60
"갑을장유병원장례식장","안치실이용료","","","1일/24시간",100000,10
"강경장례식장","시설임대료","빈소+접객실","시설사용료 특 2 - 2호","시간당",34000,3.4
"강경장례식장","시설임대료","빈소+접객실","시설사용료 1층 특실","시간당",35000,3.5
"강경장례식장","시설임대료","빈소+접객실","시설사용료 일반 2실","시간당",16000,1.6
"강경장례식장","시설임대료","빈소+접객실","시설사용료 일반 3실","시간당",16000,1.6
"강경장례식장","시설임대료","빈소+접객실","시설사용료 3층 VIP실","시간당",37000,3.7
"강경장례식장","시설임대료","빈소+접객실","시설사용료 특 2 - 1호","시간당",36000,3.6
"강경장례식장","시설임대료","빈소+접객실","시설사용료 일반 1실","시간당",16000,1.6
"강경장례식장","시설임대료","빈소/분향실","분향실","1일",180000,18
"강경장례식장","안치실이용료","일반","안치료","2일기준",120000,12
"강경장례식장","염습/입관","일반","염습료","1회",300000,30
"강경장례식장","수시/초염","일반","초염료","1회",100000,10
"강남병원장례식장","시설임대료","빈소+접객실","장례식장임대료(일반실)","1실/24시간기준",312000,31.2
"강남병원장례식장","시설임대료","빈소+접객실","장례식장임대료(특실-b)","1실/24시간기준",456000,45.6
"강남병원장례식장","시설임대료","빈소+접객실","장례식장임대료(특실-a)","1실/24시간기준",576000,57.6
"강남병원장례식장","안치실이용료","일반","안치실 사용료","1일 /24시간기준",72000,7.2
"강남병원장례식장","염습/입관","일반","염습비","1구당(일반)",250000,25
"강남병원장례식장","염습/입관","일반","염습비","1구당(중대질환.사고사)",300000,30
"강동경희대학교병원장례식장","시설임대료","빈소+접객실","빈소사용료 (접객실료포함)","65평형 (214.9㎡/1일 시간당 / 59000원)",1416000,141.6
"강동경희대학교병원장례식장","시설임대료","빈소+접객실","빈소사용료 (접객실료포함)","62평형 (205㎡/1일 시간당 / 53000원)",1272000,127.2
"강동경희대학교병원장례식장","시설임대료","빈소+접객실","빈소사용료 (접객실료포함)","56평형 (185.1㎡/1일 시간당 / 45000원)",1080000,108
"강동경희대학교병원장례식장","시설임대료","빈소+접객실","빈소사용료 (접객실료포함)","49평형 (162㎡/1일 시간당 / 40000원)",960000,96
"강동경희대학교병원장례식장","시설임대료","빈소+접객실","빈소사용료 (접객실료포함)","36평형 (119㎡/1일 시간당 / 24000원)",576000,57.6
"강동경희대학교병원장례식장","시설임대료","빈소+접객실","빈소사용료 (접객실료포함)","45평형 (148.8㎡/1일 시간당 / 34000원)",816000,81.6
"강동경희대학교병원장례식장","시설임대료","빈소+접객실","빈소사용료 (접객실료포함)","40평형 (132.2㎡/1일 시간당 / 28000원)",672000,67.2
"강동경희대학교병원장례식장","시설임대료","빈소+접객실","빈소사용료 (접객실료포함)","75평형 (247.9㎡/1일 시간당 / 68000원)",1632000,163.2
"강동경희대학교병원장례식장","안치실이용료","일반","안치료","어린이 (7~13세) (1일 시간당 / 2800원)",67200,6.7
"강동경희대학교병원장례식장","안치실이용료","일반","안치료","유아 (1~6세) (1일 시간당 / 2200원)",52800,5.3
"강동경희대학교병원장례식장","안치실이용료","일반","안치료","성인 (14세 이상) (1일 시간당 / 3300원)",79200,7.9
"강동경희대학교병원장례식장","염습/입관","일반","입관료","성인 14세 이상",400000,40
"강동경희대학교병원장례식장","염습/입관","일반","자체입관료","성인 14세 이상",250000,25
"강동경희대학교병원장례식장","염습/입관","일반","입관료","유아 1~6세",100000,10
"강동경희대학교병원장례식장","염습/입관","일반","자체입관료","유아 1~6세",100000,10
"강동경희대학교병원장례식장","염습/입관","일반","야간입관료","18:00~06:00 입관료",600000,60
"강동경희대학교병원장례식장","염습/입관","일반","탈관입관료","탈관 매장시 입관료",500000,50
"강동경희대학교병원장례식장","염습/입관","일반","자체입관료","어린이 7~13세",200000,20
"강동경희대학교병원장례식장","염습/입관","일반","입관료","어린이 7~13세",200000,20
"강동경희대학교병원장례식장","수시/초염","일반","수시료","성인 14세 이상",100000,10
"강동경희대학교병원장례식장","수시/초염","일반","수시료","어린이 7~13세",50000,5
"강동성심병원장례식장","시설임대료","빈소/분향실","빈소사용료","VIP실",1992000,199.2
"강동성심병원장례식장","시설임대료","빈소/분향실","빈소사용료","특실",1728000,172.8
"강동성심병원장례식장","시설임대료","빈소/분향실","빈소사용료","11호실",960000,96
"강동성심병원장례식장","시설임대료","빈소/분향실","빈소사용료","21호실",960000,96
"강동성심병원장례식장","시설임대료","빈소/분향실","빈소사용료","12호실",720000,72
"강동성심병원장례식장","시설임대료","빈소/분향실","빈소사용료","5호실",480000,48
"강동성심병원장례식장","시설임대료","빈소/분향실","빈소사용료","2호실",1080000,108
"강동성심병원장례식장","시설임대료","빈소/분향실","빈소사용료","3호실",840000,84
